Order_ID,Order_Date,City,State,Category,Sub_Category,Product_Name,Brand,Quantity,Unit_Price,Discount,Sales,Profit,Customer_Type,Delivery_Time_Min,Payment_Method,Rating
B1391,2026-04-11,Ahmedabad,Gujarat,Snacks,Snacks,Biscuits,Britannia,1,231,0,231,35.54,Returning,12,Cash,5
B1392,2026-06-26,Delhi,Delhi,Beverages,Beverages,Juice,Real,7,619,20,3466.4,392.6,Returning,15,UPI,3.5
B1393,2026-02-09,Jaipur,Rajasthan,Grocery,Grocery,Rice,Fortune,1,41,0,41,4.84,Returning,30,UPI,3.6
B1394,2026-05-18,Pune,Maharashtra,Beverages,Beverages,Soft Drink,Coca-Cola,4,708,20,2265.6,416.32,New,43,UPI,3.8
B1395,2026-02-19,Ahmedabad,Gujarat,Beverages,Beverages,Soft Drink,Coca-Cola,3,290,20,696,106.71,Returning,37,Credit Card,3.6
B1396,2026-03-03,Mumbai,Maharashtra,Fruits,Fruits,Banana,Fresh,5,43,0,215,45.19,Returning,47,Cash,4.6
B1397,2026-01-08,Jaipur,Rajasthan,Dairy,Dairy,Milk,Amul,8,388,5,2948.8,730.58,Returning,37,UPI,4.2
B1398,2026-01-14,Bengaluru,Karnataka,Grocery,Grocery,Atta,Aashirvaad,7,623,20,3488.8,838.2,New,26,Cash,3.8
B1399,2026-03-26,Ahmedabad,Gujarat,Beverages,Beverages,Soft Drink,Coca-Cola,7,491,5,3265.15,361.25,New,57,Cash,4.2
B1400,2026-01-09,Ahmedabad,Gujarat,Dairy,Dairy,Milk,Amul,5,254,5,1206.5,210.12,New,29,UPI,4.6
B1401,2026-06-25,Pune,Maharashtra,Fruits,Fruits,Apple,Fresh,3,203,0,609,65.33,Returning,54,Cash,3.5
B1402,2026-04-09,Delhi,Delhi,Snacks,Snacks,Chips,Lay's,1,355,10,319.5,60.52,Returning,47,Cash,3.8
B1403,2026-04-01,Jaipur,Rajasthan,Fruits,Fruits,Banana,Fresh,1,62,20,49.6,7.81,Returning,16,Credit Card,4.5
B1404,2026-06-07,Jaipur,Rajasthan,Dairy,Dairy,Curd,Mother Dairy,2,256,20,409.6,99.18,Returning,35,Wallet,4.6
B1405,2026-02-18,Pune,Maharashtra,Dairy,Dairy,Curd,Mother Dairy,7,311,5,2068.15,418.94,Returning,44,UPI,3.1
B1406,2026-04-03,Delhi,Delhi,Beverages,Beverages,Soft Drink,Coca-Cola,7,52,15,309.4,40.37,Returning,20,Cash,4.5
B1407,2026-02-13,Bengaluru,Karnataka,Dairy,Dairy,Milk,Amul,1,699,10,629.1,69.98,Returning,11,Wallet,4.8
B1408,2026-03-06,Ahmedabad,Gujarat,Grocery,Grocery,Atta,Aashirvaad,4,89,20,284.8,69.62,Returning,57,Credit Card,4.9
B1409,2026-03-31,Mumbai,Maharashtra,Snacks,Snacks,Chips,Lay's,4,545,20,1744,341.19,Returning,11,Wallet,4.3
B1410,2026-05-27,Ahmedabad,Gujarat,Snacks,Snacks,Biscuits,Britannia,4,213,5,809.4,111.3,Returning,59,Credit Card,3.1
B1411,2026-02-05,Ahmedabad,Gujarat,Snacks,Snacks,Biscuits,Britannia,4,636,5,2416.8,274.09,Returning,59,Cash,4.8
B1412,2026-01-19,Delhi,Delhi,Dairy,Dairy,Milk,Amul,4,260,5,988,193.52,Returning,17,Cash,4.9
B1413,2026-02-02,Jaipur,Rajasthan,Snacks,Snacks,Chips,Lay's,4,299,5,1136.2,278.17,Returning,49,Cash,4.1
B1414,2026-04-05,Pune,Maharashtra,Grocery,Grocery,Rice,Fortune,2,455,15,773.5,128.22,Returning,52,Credit Card,4.6
B1415,2026-05-24,Bengaluru,Karnataka,Fruits,Fruits,Apple,Fresh,5,331,5,1572.25,321.92,Returning,42,Wallet,3.2
B1416,2026-04-08,Delhi,Delhi,Dairy,Dairy,Curd,Mother Dairy,8,122,0,976,123.73,New,50,Cash,4.8
B1417,2026-02-07,Mumbai,Maharashtra,Fruits,Fruits,Apple,Fresh,2,546,15,928.2,142.06,New,55,Cash,4.9
B1418,2026-03-04,Mumbai,Maharashtra,Snacks,Snacks,Chips,Lay's,6,152,10,820.8,165.59,New,12,Wallet,4.6
B1419,2026-02-13,Delhi,Delhi,Dairy,Dairy,Curd,Mother Dairy,6,77,5,438.9,109.04,New,22,Wallet,3.8
B1420,2026-06-24,Bengaluru,Karnataka,Beverages,Beverages,Juice,Real,2,531,0,1062,214.07,New,22,Wallet,5
B1421,2026-03-03,Jaipur,Rajasthan,Grocery,Grocery,Rice,Fortune,1,166,10,149.4,15.32,Returning,38,Cash,3.5
B1422,2026-03-31,Pune,Maharashtra,Fruits,Fruits,Apple,Fresh,6,484,20,2323.2,258.32,New,56,Wallet,3.3
B1423,2026-01-19,Jaipur,Rajasthan,Snacks,Snacks,Chips,Lay's,2,595,10,1071,109.97,New,40,Credit Card,4.3
B1424,2026-05-11,Ahmedabad,Gujarat,Grocery,Grocery,Rice,Fortune,4,752,15,2556.8,303.71,New,18,Wallet,3.4
B1425,2026-02-25,Jaipur,Rajasthan,Fruits,Fruits,Banana,Fresh,4,102,15,346.8,49.88,New,25,Cash,4.5
B1426,2026-01-22,Delhi,Delhi,Dairy,Dairy,Curd,Mother Dairy,3,114,15,290.7,66.14,New,10,Cash,3.6
B1427,2026-02-15,Delhi,Delhi,Beverages,Beverages,Soft Drink,Coca-Cola,1,334,15,283.9,33.12,Returning,40,Cash,4.3
B1428,2026-04-07,Jaipur,Rajasthan,Snacks,Snacks,Biscuits,Britannia,2,592,10,1065.6,184.21,New,19,Cash,3
B1429,2026-05-24,Jaipur,Rajasthan,Snacks,Snacks,Chips,Lay's,6,664,20,3187.2,679.34,Returning,57,UPI,4.2
B1430,2026-06-27,Mumbai,Maharashtra,Fruits,Fruits,Banana,Fresh,1,91,5,86.45,11.83,Returning,58,UPI,3.8
B1431,2026-06-16,Delhi,Delhi,Snacks,Snacks,Biscuits,Britannia,5,433,10,1948.5,478.99,Returning,48,Cash,3.7
B1432,2026-01-18,Ahmedabad,Gujarat,Fruits,Fruits,Banana,Fresh,3,455,5,1296.75,153.23,New,26,UPI,3.7
B1433,2026-02-13,Bengaluru,Karnataka,Snacks,Snacks,Biscuits,Britannia,3,670,10,1809,265.83,Returning,44,Wallet,4.1
B1434,2026-01-18,Delhi,Delhi,Grocery,Grocery,Rice,Fortune,7,639,15,3802.05,597.17,Returning,56,Wallet,4.7
B1435,2026-03-27,Bengaluru,Karnataka,Beverages,Beverages,Soft Drink,Coca-Cola,1,523,5,496.85,72.34,New,17,Cash,3.7
B1436,2026-05-16,Bengaluru,Karnataka,Dairy,Dairy,Milk,Amul,7,175,10,1102.5,127.77,Returning,29,Cash,3.6
B1437,2026-04-13,Delhi,Delhi,Fruits,Fruits,Apple,Fresh,3,309,20,741.6,108.09,Returning,58,Credit Card,3.6
B1438,2026-04-23,Jaipur,Rajasthan,Grocery,Grocery,Atta,Aashirvaad,1,456,20,364.8,44.01,Returning,26,Credit Card,3.8
B1439,2026-05-08,Bengaluru,Karnataka,Dairy,Dairy,Milk,Amul,1,709,20,567.2,102.99,Returning,47,Cash,4.5
B1440,2026-06-15,Delhi,Delhi,Grocery,Grocery,Atta,Aashirvaad,4,715,0,2860,627.83,Returning,31,Wallet,4.7
B1441,2026-04-23,Ahmedabad,Gujarat,Snacks,Snacks,Chips,Lay's,1,445,15,378.25,54.34,Returning,43,Credit Card,3.4
B1442,2026-06-11,Jaipur,Rajasthan,Fruits,Fruits,Banana,Fresh,7,432,20,2419.2,350.68,New,60,Cash,3.2
B1443,2026-04-28,Mumbai,Maharashtra,Grocery,Grocery,Rice,Fortune,7,564,15,3355.8,307.01,New,46,Credit Card,4.5
B1444,2026-03-09,Delhi,Delhi,Beverages,Beverages,Soft Drink,Coca-Cola,1,119,20,95.2,19.6,New,60,Credit Card,4.2
B1445,2026-05-14,Ahmedabad,Gujarat,Dairy,Dairy,Milk,Amul,1,615,15,522.75,91.42,New,10,Wallet,3.5
B1446,2026-03-23,Ahmedabad,Gujarat,Grocery,Grocery,Rice,Fortune,8,488,0,3904,329.88,New,59,UPI,3.4
B1447,2026-06-05,Delhi,Delhi,Grocery,Grocery,Rice,Fortune,8,684,10,4924.8,855.98,Returning,29,Wallet,3.9
B1448,2026-04-04,Delhi,Delhi,Snacks,Snacks,Biscuits,Britannia,7,131,5,871.15,93.79,Returning,22,Credit Card,3.3
B1449,2026-05-31,Ahmedabad,Gujarat,Fruits,Fruits,Banana,Fresh,6,467,20,2241.6,357.05,Returning,46,Cash,4.2
B1450,2026-06-01,Pune,Maharashtra,Dairy,Dairy,Milk,Amul,6,502,5,2861.4,569.24,New,37,Credit Card,3.6
B1451,2026-03-27,Bengaluru,Karnataka,Snacks,Snacks,Chips,Lay's,3,644,20,1545.6,195.6,New,41,Credit Card,4.9
B1452,2026-03-01,Delhi,Delhi,Beverages,Beverages,Soft Drink,Coca-Cola,8,340,5,2584,228.13,New,19,UPI,4.1
B1453,2026-06-04,Mumbai,Maharashtra,Fruits,Fruits,Apple,Fresh,7,653,10,4113.9,644.78,Returning,51,UPI,4.1
B1454,2026-03-30,Delhi,Delhi,Snacks,Snacks,Biscuits,Britannia,7,733,0,5131,714.93,Returning,22,Wallet,3.5
B1455,2026-02-21,Mumbai,Maharashtra,Beverages,Beverages,Juice,Real,2,274,20,438.4,41.92,Returning,51,Cash,4.7
B1456,2026-03-16,Pune,Maharashtra,Grocery,Grocery,Rice,Fortune,6,217,5,1236.9,305.49,New,24,Cash,4.8
B1457,2026-04-29,Bengaluru,Karnataka,Snacks,Snacks,Chips,Lay's,2,146,10,262.8,33.17,Returning,43,UPI,4.3
B1458,2026-06-27,Ahmedabad,Gujarat,Grocery,Grocery,Atta,Aashirvaad,4,568,5,2158.4,173.36,New,51,UPI,3.5
B1459,2026-03-18,Mumbai,Maharashtra,Dairy,Dairy,Milk,Amul,7,100,15,595,102.59,Returning,50,UPI,3.8
B1460,2026-01-08,Bengaluru,Karnataka,Snacks,Snacks,Chips,Lay's,2,642,15,1091.4,215.44,New,49,Cash,3.4
B1461,2026-03-24,Delhi,Delhi,Grocery,Grocery,Atta,Aashirvaad,3,289,5,823.65,103.15,Returning,38,Wallet,3.3
B1462,2026-01-19,Delhi,Delhi,Beverages,Beverages,Soft Drink,Coca-Cola,5,84,15,357,57.36,Returning,13,Cash,3.2
B1463,2026-06-12,Delhi,Delhi,Beverages,Beverages,Soft Drink,Coca-Cola,7,224,15,1332.8,282.13,Returning,56,Cash,3.3
B1464,2026-03-08,Bengaluru,Karnataka,Snacks,Snacks,Chips,Lay's,2,420,0,840,178.09,Returning,11,Cash,3.2
B1465,2026-05-10,Delhi,Delhi,Beverages,Beverages,Juice,Real,6,587,15,2993.7,444.06,New,29,Cash,4.2
B1466,2026-06-07,Mumbai,Maharashtra,Dairy,Dairy,Milk,Amul,7,329,10,2072.7,375.62,New,14,Credit Card,4.7
B1467,2026-05-07,Pune,Maharashtra,Dairy,Dairy,Curd,Mother Dairy,7,594,15,3534.3,391.59,Returning,41,UPI,4.6
B1468,2026-05-07,Ahmedabad,Gujarat,Grocery,Grocery,Atta,Aashirvaad,8,138,10,993.6,219.97,Returning,38,Cash,4.5
B1469,2026-02-12,Jaipur,Rajasthan,Snacks,Snacks,Chips,Lay's,4,594,10,2138.4,294.77,Returning,17,UPI,4.5
B1470,2026-02-24,Ahmedabad,Gujarat,Snacks,Snacks,Biscuits,Britannia,6,454,15,2315.4,257.72,New,12,UPI,4.3
B1471,2026-02-24,Pune,Maharashtra,Snacks,Snacks,Chips,Lay's,8,163,5,1238.8,298.49,Returning,13,Cash,3.5
B1472,2026-03-10,Mumbai,Maharashtra,Snacks,Snacks,Biscuits,Britannia,3,746,5,2126.1,481.52,Returning,46,Wallet,5
B1473,2026-01-29,Mumbai,Maharashtra,Fruits,Fruits,Apple,Fresh,3,460,0,1380,193.47,Returning,48,Wallet,3.1
B1474,2026-03-04,Pune,Maharashtra,Fruits,Fruits,Apple,Fresh,2,208,0,416,88.41,New,36,Credit Card,4.2
B1475,2026-05-20,Pune,Maharashtra,Beverages,Beverages,Juice,Real,7,127,10,800.1,186.19,Returning,30,Credit Card,4
B1476,2026-02-28,Delhi,Delhi,Grocery,Grocery,Atta,Aashirvaad,3,693,15,1767.15,433.82,Returning,33,Wallet,4.1
B1477,2026-03-23,Mumbai,Maharashtra,Beverages,Beverages,Soft Drink,Coca-Cola,7,711,20,3981.6,908.91,New,10,Credit Card,3.3
B1478,2026-04-05,Bengaluru,Karnataka,Snacks,Snacks,Chips,Lay's,8,744,15,5059.2,457.09,Returning,48,Credit Card,4.8
B1479,2026-03-20,Jaipur,Rajasthan,Fruits,Fruits,Banana,Fresh,6,171,10,923.4,134.6,New,26,Cash,3.9
B1480,2026-05-27,Ahmedabad,Gujarat,Snacks,Snacks,Biscuits,Britannia,3,71,20,170.4,36.27,Returning,16,Credit Card,3.8
B1481,2026-05-12,Jaipur,Rajasthan,Beverages,Beverages,Soft Drink,Coca-Cola,6,405,20,1944,259.7,Returning,54,UPI,4.3
B1482,2026-06-11,Bengaluru,Karnataka,Fruits,Fruits,Apple,Fresh,5,102,20,408,66.85,New,15,Credit Card,4.6
B1483,2026-01-14,Bengaluru,Karnataka,Snacks,Snacks,Chips,Lay's,2,455,5,864.5,209.57,New,14,Cash,3.7
B1484,2026-02-10,Delhi,Delhi,Dairy,Dairy,Milk,Amul,7,202,0,1414,117.87,New,15,Credit Card,3.2
B1485,2026-01-21,Bengaluru,Karnataka,Dairy,Dairy,Milk,Amul,3,436,0,1308,270.43,New,18,Wallet,3.3
B1486,2026-04-11,Mumbai,Maharashtra,Dairy,Dairy,Milk,Amul,1,518,5,492.1,115.29,New,38,UPI,4.6
B1487,2026-06-17,Pune,Maharashtra,Fruits,Fruits,Apple,Fresh,3,107,15,272.85,53.7,New,24,Credit Card,3.5
B1488,2026-01-28,Jaipur,Rajasthan,Beverages,Beverages,Soft Drink,Coca-Cola,6,735,20,3528,837.5,Returning,56,UPI,4.8
B1489,2026-06-25,Pune,Maharashtra,Fruits,Fruits,Banana,Fresh,6,241,10,1301.4,115.42,New,11,Cash,3.3
B1490,2026-01-30,Jaipur,Rajasthan,Dairy,Dairy,Curd,Mother Dairy,6,51,20,244.8,47.43,New,13,Cash,3.9
B1491,2026-06-12,Jaipur,Rajasthan,Snacks,Snacks,Chips,Lay's,7,630,20,3528,493.92,Returning,10,Wallet,3.5
B1492,2026-03-02,Delhi,Delhi,Fruits,Fruits,Apple,Fresh,8,374,20,2393.6,387.44,Returning,49,Credit Card,3.5
B1493,2026-01-15,Delhi,Delhi,Snacks,Snacks,Chips,Lay's,5,403,10,1813.5,199.85,New,46,UPI,4.5
B1494,2026-02-13,Mumbai,Maharashtra,Dairy,Dairy,Milk,Amul,6,277,5,1578.9,259.93,New,49,Wallet,3.4
B1495,2026-02-05,Delhi,Delhi,Fruits,Fruits,Apple,Fresh,5,53,5,251.75,25.58,New,14,Wallet,3.3
B1496,2026-06-13,Mumbai,Maharashtra,Snacks,Snacks,Biscuits,Britannia,6,495,20,2376,428.46,New,14,Credit Card,4
B1497,2026-06-03,Mumbai,Maharashtra,Dairy,Dairy,Milk,Amul,4,340,5,1292,233.58,Returning,45,Cash,4.2
B1498,2026-06-17,Delhi,Delhi,Fruits,Fruits,Banana,Fresh,7,177,15,1053.15,245.59,New,29,Cash,4.4
B1499,2026-01-14,Ahmedabad,Gujarat,Grocery,Grocery,Rice,Fortune,3,97,0,291,32,New,50,UPI,3.5
B1500,2026-06-22,Delhi,Delhi,Dairy,Dairy,Curd,Mother Dairy,5,744,20,2976,585.79,Returning,13,Wallet,3.3
B1501,2026-01-13,Delhi,Delhi,Snacks,Snacks,Biscuits,Britannia,4,468,15,1591.2,153.75,New,29,Wallet,4.8
B1502,2026-04-27,Pune,Maharashtra,Dairy,Dairy,Curd,Mother Dairy,2,771,0,1542,161.04,New,52,Cash,3.4
B1503,2026-03-19,Bengaluru,Karnataka,Snacks,Snacks,Biscuits,Britannia,8,735,15,4998,698.94,Returning,30,Cash,3.1
B1504,2026-03-30,Delhi,Delhi,Fruits,Fruits,Apple,Fresh,4,162,10,583.2,141.26,Returning,16,Wallet,3.7
B1505,2026-05-23,Mumbai,Maharashtra,Dairy,Dairy,Milk,Amul,3,51,20,122.4,27.59,Returning,48,Credit Card,5
B1506,2026-06-27,Bengaluru,Karnataka,Snacks,Snacks,Biscuits,Britannia,8,756,20,4838.4,918.93,Returning,20,Cash,4.1
B1507,2026-01-07,Pune,Maharashtra,Beverages,Beverages,Soft Drink,Coca-Cola,3,693,20,1663.2,353.04,Returning,52,UPI,4.2
B1508,2026-02-16,Bengaluru,Karnataka,Fruits,Fruits,Apple,Fresh,4,690,10,2484,501.71,Returning,41,Wallet,3.4
B1509,2026-01-15,Mumbai,Maharashtra,Grocery,Grocery,Atta,Aashirvaad,1,794,0,794,128.46,New,29,Credit Card,3.7
B1510,2026-03-24,Ahmedabad,Gujarat,Beverages,Beverages,Juice,Real,2,58,10,104.4,16.35,Returning,28,Wallet,3.5
B1511,2026-03-30,Jaipur,Rajasthan,Beverages,Beverages,Juice,Real,7,749,10,4718.7,553.61,New,56,Credit Card,3.2
B1512,2026-03-03,Pune,Maharashtra,Grocery,Grocery,Atta,Aashirvaad,3,611,10,1649.7,283.56,Returning,56,Cash,3.2
B1513,2026-02-16,Mumbai,Maharashtra,Dairy,Dairy,Curd,Mother Dairy,8,443,0,3544,303.84,Returning,24,Credit Card,4.5
B1514,2026-03-09,Ahmedabad,Gujarat,Beverages,Beverages,Soft Drink,Coca-Cola,4,792,10,2851.2,322.46,New,32,Wallet,3.9
B1515,2026-03-18,Mumbai,Maharashtra,Snacks,Snacks,Biscuits,Britannia,5,662,20,2648,457.29,Returning,31,UPI,3.5
B1516,2026-02-01,Delhi,Delhi,Snacks,Snacks,Chips,Lay's,5,779,20,3116,506.18,New,51,UPI,3.8
B1517,2026-02-11,Mumbai,Maharashtra,Snacks,Snacks,Biscuits,Britannia,7,388,20,2172.8,459.1,Returning,46,Cash,4.4
B1518,2026-06-24,Delhi,Delhi,Snacks,Snacks,Biscuits,Britannia,8,169,15,1149.2,220.06,Returning,58,UPI,3.9
B1519,2026-04-20,Delhi,Delhi,Dairy,Dairy,Milk,Amul,3,30,5,85.5,16.69,New,41,Credit Card,3
B1520,2026-01-15,Delhi,Delhi,Beverages,Beverages,Juice,Real,8,244,0,1952,324.96,New,23,Credit Card,4.7
B1521,2026-02-02,Delhi,Delhi,Grocery,Grocery,Rice,Fortune,8,344,15,2339.2,537.4,New,48,UPI,3.9
B1522,2026-02-25,Mumbai,Maharashtra,Grocery,Grocery,Rice,Fortune,6,202,10,1090.8,102.05,Returning,36,Wallet,4.2
B1523,2026-06-10,Bengaluru,Karnataka,Dairy,Dairy,Milk,Amul,2,366,10,658.8,99.01,New,46,UPI,3
B1524,2026-05-23,Ahmedabad,Gujarat,Beverages,Beverages,Juice,Real,4,310,15,1054,158.16,Returning,19,Credit Card,4.3
B1525,2026-03-24,Bengaluru,Karnataka,Snacks,Snacks,Biscuits,Britannia,1,64,0,64,12.92,New,48,UPI,4.8
B1526,2026-01-13,Bengaluru,Karnataka,Fruits,Fruits,Apple,Fresh,4,462,10,1663.2,411.64,New,10,Wallet,4.9
B1527,2026-03-23,Pune,Maharashtra,Grocery,Grocery,Atta,Aashirvaad,1,683,20,546.4,104.53,New,15,Credit Card,3
B1528,2026-03-13,Mumbai,Maharashtra,Fruits,Fruits,Banana,Fresh,2,343,15,583.1,103.9,New,41,Wallet,4.5
B1529,2026-04-30,Pune,Maharashtra,Fruits,Fruits,Banana,Fresh,7,145,20,812,159.1,New,38,Wallet,4.1
B1530,2026-04-16,Delhi,Delhi,Grocery,Grocery,Atta,Aashirvaad,3,371,0,1113,99.35,New,60,Credit Card,3.6
B1531,2026-02-14,Jaipur,Rajasthan,Beverages,Beverages,Juice,Real,2,377,0,754,103.4,Returning,19,Cash,3.1
B1532,2026-03-31,Delhi,Delhi,Dairy,Dairy,Curd,Mother Dairy,5,397,5,1885.75,248.44,Returning,56,Wallet,3.7
B1533,2026-03-13,Mumbai,Maharashtra,Beverages,Beverages,Soft Drink,Coca-Cola,6,356,0,2136,256.18,Returning,34,Wallet,4.3
B1534,2026-04-19,Ahmedabad,Gujarat,Snacks,Snacks,Biscuits,Britannia,2,569,5,1081.1,164.07,New,40,Wallet,3.8
B1535,2026-04-29,Jaipur,Rajasthan,Dairy,Dairy,Milk,Amul,7,496,5,3298.4,558.23,Returning,38,Wallet,3.3
B1536,2026-02-24,Mumbai,Maharashtra,Dairy,Dairy,Curd,Mother Dairy,8,264,5,2006.4,307.09,New,58,Cash,4.5
B1537,2026-04-03,Pune,Maharashtra,Snacks,Snacks,Biscuits,Britannia,7,77,0,539,105.77,New,18,UPI,3.9
B1538,2026-04-23,Delhi,Delhi,Dairy,Dairy,Milk,Amul,7,792,15,4712.4,944.62,Returning,14,UPI,3.9
B1539,2026-03-06,Pune,Maharashtra,Grocery,Grocery,Atta,Aashirvaad,1,438,15,372.3,36.43,New,54,Cash,3.4
B1540,2026-01-03,Ahmedabad,Gujarat,Fruits,Fruits,Banana,Fresh,3,490,20,1176,188.27,Returning,23,UPI,3.6
B1541,2026-06-26,Mumbai,Maharashtra,Snacks,Snacks,Chips,Lay's,1,668,20,534.4,76.66,New,44,Credit Card,3.2
B1542,2026-02-28,Ahmedabad,Gujarat,Fruits,Fruits,Apple,Fresh,1,319,20,255.2,44.18,New,47,Cash,3
B1543,2026-01-09,Ahmedabad,Gujarat,Fruits,Fruits,Apple,Fresh,4,349,5,1326.2,285.13,New,19,Wallet,4.1
B1544,2026-05-14,Delhi,Delhi,Grocery,Grocery,Rice,Fortune,2,227,15,385.9,42.39,New,32,Cash,4.5
B1545,2026-01-15,Jaipur,Rajasthan,Dairy,Dairy,Curd,Mother Dairy,1,684,20,547.2,71.54,New,37,Wallet,4.8
B1546,2026-05-25,Delhi,Delhi,Dairy,Dairy,Milk,Amul,6,488,10,2635.2,437.54,Returning,58,Cash,4.9
B1547,2026-01-12,Ahmedabad,Gujarat,Dairy,Dairy,Curd,Mother Dairy,1,694,0,694,95.03,Returning,47,UPI,4.4
B1548,2026-01-23,Pune,Maharashtra,Dairy,Dairy,Milk,Amul,1,77,10,69.3,7.46,Returning,59,Wallet,4.1
B1549,2026-03-01,Ahmedabad,Gujarat,Dairy,Dairy,Curd,Mother Dairy,8,545,10,3924,334.1,New,42,Credit Card,3.4
B1550,2026-04-10,Mumbai,Maharashtra,Snacks,Snacks,Chips,Lay's,7,407,15,2421.65,195.38,Returning,22,UPI,4.1
B1551,2026-01-10,Ahmedabad,Gujarat,Dairy,Dairy,Curd,Mother Dairy,1,475,10,427.5,79.21,Returning,21,Wallet,3.7
B1552,2026-04-25,Mumbai,Maharashtra,Fruits,Fruits,Banana,Fresh,7,311,0,2177,277.52,New,56,Wallet,3.1
B1553,2026-03-07,Mumbai,Maharashtra,Grocery,Grocery,Rice,Fortune,1,574,5,545.3,106.88,New,21,Credit Card,3.1
B1554,2026-03-03,Pune,Maharashtra,Grocery,Grocery,Atta,Aashirvaad,7,385,0,2695,574.17,New,52,UPI,3.1
B1555,2026-01-12,Pune,Maharashtra,Fruits,Fruits,Apple,Fresh,8,155,20,992,93.21,Returning,23,Credit Card,4.6
B1556,2026-02-21,Mumbai,Maharashtra,Dairy,Dairy,Curd,Mother Dairy,7,445,5,2959.25,310.92,Returning,29,Cash,3.8
B1557,2026-04-09,Ahmedabad,Gujarat,Fruits,Fruits,Banana,Fresh,5,146,0,730,109.03,New,12,UPI,3.8
B1558,2026-03-14,Pune,Maharashtra,Snacks,Snacks,Chips,Lay's,1,565,15,480.25,74.28,Returning,39,Cash,3.5
B1559,2026-06-17,Pune,Maharashtra,Dairy,Dairy,Milk,Amul,7,211,10,1329.3,278.45,New,29,UPI,3
B1560,2026-05-09,Jaipur,Rajasthan,Snacks,Snacks,Biscuits,Britannia,5,53,20,212,51.84,New,22,UPI,3.1
B1561,2026-04-25,Delhi,Delhi,Fruits,Fruits,Banana,Fresh,6,656,0,3936,373.33,Returning,10,Credit Card,3.9
B1562,2026-01-14,Pune,Maharashtra,Grocery,Grocery,Rice,Fortune,3,347,0,1041,244.78,New,48,Wallet,3.7
B1563,2026-04-09,Pune,Maharashtra,Beverages,Beverages,Juice,Real,8,608,5,4620.8,1021.72,Returning,13,Wallet,4.3
B1564,2026-06-09,Mumbai,Maharashtra,Snacks,Snacks,Chips,Lay's,6,37,20,177.6,29.24,Returning,50,Cash,3.2
B1565,2026-03-20,Pune,Maharashtra,Fruits,Fruits,Banana,Fresh,4,261,0,1044,175.23,New,36,Credit Card,4.4
B1566,2026-01-06,Delhi,Delhi,Snacks,Snacks,Biscuits,Britannia,7,356,5,2367.4,279.9,Returning,45,Credit Card,3.3
B1567,2026-03-12,Delhi,Delhi,Beverages,Beverages,Juice,Real,2,655,15,1113.5,200.36,Returning,13,UPI,4.2
B1568,2026-03-27,Mumbai,Maharashtra,Grocery,Grocery,Rice,Fortune,8,551,20,3526.4,813.11,Returning,42,Credit Card,4.4
B1569,2026-03-03,Bengaluru,Karnataka,Dairy,Dairy,Milk,Amul,1,627,20,501.6,56.13,New,53,UPI,3.4
B1570,2026-01-28,Pune,Maharashtra,Beverages,Beverages,Soft Drink,Coca-Cola,1,764,5,725.8,89.76,New,44,Credit Card,3.7
B1571,2026-04-22,Mumbai,Maharashtra,Beverages,Beverages,Soft Drink,Coca-Cola,2,379,10,682.2,152.39,New,16,Credit Card,4.2
B1572,2026-02-24,Mumbai,Maharashtra,Beverages,Beverages,Juice,Real,2,538,20,860.8,97.57,New,28,Credit Card,4.7
B1573,2026-06-01,Jaipur,Rajasthan,Grocery,Grocery,Rice,Fortune,1,58,0,58,7.35,Returning,46,Wallet,3.7
B1574,2026-03-20,Bengaluru,Karnataka,Fruits,Fruits,Banana,Fresh,1,317,0,317,38.33,Returning,21,UPI,4.2
B1575,2026-03-19,Delhi,Delhi,Beverages,Beverages,Juice,Real,4,399,5,1516.2,227.94,Returning,35,Cash,3.1
B1576,2026-03-04,Jaipur,Rajasthan,Snacks,Snacks,Chips,Lay's,4,729,10,2624.4,416.44,New,48,Credit Card,3.6
B1577,2026-05-30,Delhi,Delhi,Fruits,Fruits,Banana,Fresh,1,51,10,45.9,5.47,New,59,Wallet,3.9
B1578,2026-01-31,Mumbai,Maharashtra,Snacks,Snacks,Biscuits,Britannia,7,171,0,1197,219.78,New,58,Cash,4.2
B1579,2026-01-30,Ahmedabad,Gujarat,Beverages,Beverages,Soft Drink,Coca-Cola,2,741,15,1259.7,290.68,New,16,Wallet,4.8
B1580,2026-06-17,Delhi,Delhi,Grocery,Grocery,Rice,Fortune,7,349,5,2320.85,311.42,New,56,Credit Card,4.5
B1581,2026-03-28,Bengaluru,Karnataka,Fruits,Fruits,Apple,Fresh,7,297,5,1975.05,408.08,New,42,Wallet,3.2
B1582,2026-02-25,Delhi,Delhi,Fruits,Fruits,Apple,Fresh,4,279,10,1004.4,185.09,Returning,44,Credit Card,3.7
B1583,2026-01-09,Bengaluru,Karnataka,Dairy,Dairy,Milk,Amul,5,79,0,395,81.85,New,47,Wallet,3.8
B1584,2026-04-24,Pune,Maharashtra,Dairy,Dairy,Milk,Amul,8,617,10,4442.4,486.72,Returning,42,Wallet,4.6
B1585,2026-01-22,Ahmedabad,Gujarat,Snacks,Snacks,Chips,Lay's,4,278,10,1000.8,116.88,New,53,Wallet,5
B1586,2026-06-03,Jaipur,Rajasthan,Beverages,Beverages,Juice,Real,5,42,10,189,43.35,New,18,Wallet,3.3
